,text,original,generated
261,"Whos in a town where you went in
",0,0
262,"Have you got to be a brilliant light yeah
",0,0
263,"They dont know why I feel better
",0,0
264,"I walk a little white lies
",0,0
265,"We all have goals in a force ten gale
",0,0
266,"La la la la...
",0,0
267,"They came up from the third world, pearly
",0,0
268,"Id really like to teach the world
",0,0
269,"Throw me in a moment
",0,0
270,"We thought you had it in the river
",0,0
271,"Thou art like an angel,
",0,0
272,"Now youve stolen all the things around your head
",0,0
273,"Running down the staircase
",0,0
274,"You are all I have seen too much
",0,0
275,"So now I want is to be alright, alright
",0,0
276,"This one went to heaven in a business world and
",0,0
277,"Baby alligators in the floorboards
",0,0
278,"To put the needle in
",0,0
279,"She ran around the pit
",0,0
280,"I have no idea what I feel nothing
",0,0
281,"Turn me on the falling sky
",0,0
282,"And first, and first, and the pounds and pence
",0,0
283,"In the belly of a light coming on
",0,0
284,"Cause Im not, but its not
",0,0
285,"Now you know what I want a perfect soul
",0,0
286,"Be on my wall
",0,0
287,"The best that you tried to say
",0,0
288,"And offers coming over the streets would bring him glamour and fame
",0,0
289,"Karma police, Ive given all I want you to shipwreck
",0,0
290,"But Im still no one else but me
",0,0
291,"Ffffuck fuck fuck fuck fuck fuck
",0,0
292,"Sometimes I wish that I could stand it, babe
",0,0
293,"A bump on the beach with my guitar
",0,0
294,"You float like a jumping record
",0,0
295,"What the hell am I so misunderstood?
",0,0
296,"Secrets to be the thief
",0,0
297,"Well of course Id like to help you, man
",0,0
298,"And if Im gonna be the thief
",0,0
299,"Pieces of a light, born of a whale
",0,0
300,"Tell me where you are with
",0,0
301,"What it is a Radiohead anyway?
",0,0
302,"And hurt a fragile friend isnt perfect
",0,0
303,"They dont, they dont know why I feel so tongue tied
",0,0
304,"Im amazed that I choose could be who you wanted
",0,0
305,"I have the smell of air conditioning
",0,0
306,"Inside of my friends
",0,0
307,"Take me with your breathing
",0,0
308,"Each time you see light
",0,0
309,"A pillar of my bed keep making noise at night
",0,0
310,"Cause all I can rely on your face
",0,0
311,"Its such a dreamer
",0,0
312,"Youre always on the breeze
",0,0
313,"Hang on a little while
",0,0
314,"What, what was that you tried to say the words and I timed
",0,0
315,"You float like a bug in the next life
",0,0
316,"And the dreams that you feel it, you can is good enough
",0,0
317,"Like diamonds in the desert
",0,0
318,"So now I see you in the back of the trunk
",0,0
319,"Crushed like a bug in the next World War
",0,0
320,"Reforming on the lawn with the cripples and I will see you in bed
",0,0
321,"So you should put me in
",0,0
322,"And well see you in the eye of the time
",0,0
323,"Im in the flood
",0,0
324,"The life that I last slept with you
",0,0
325,"And all you like a dog
",0,0
326,"Thats the way the mountain
",0,0
327,"You can try the best you can all die laughing because Ill wear it proudly
",0,0
328,"The stress and the children
",0,0
329,"When I go walking in your warbird
",0,0
330,"It wears me out and the strain I am back up on me
",0,0
331,"Im gonna shake a tree in a lift
",0,0
332,"Youre being took for a word from you
",0,0
333,"Now that you choke
",0,0
334,"Id snap hard back at the end of my lamp
",0,0
335,"And if I sat in front of you and me
",0,0
336,"Well of course Id like to help you man
",0,0
337,"Theyre paid to kiss your feet for cracks in the brain
",0,0
338,"If they get the fear
",0,0
339,"Yeah, I got bombs, I got a skin and they put me inside
",0,0
340,"Do what you want me
",0,0
341,"Death wears a vampire kiss
",0,0
342,"They ask me where to sit around and chat
",0,0
343,"You wont come to me
",0,0
344,"Lying in the showers
",0,0
345,"Standing on the ground
",0,0
346,"I go down the mountain
",0,0
347,"I dont wanna get blood on your shirt when all I want a perfect soul
",0,0
348,"Everything all in the eye
",0,0
349,"Oh Lord please wont you remember my name
",0,0
350,"When Im not even gonna tell you but not for long
",0,0
351,"If I just want a perfect body
",0,0
352,"And the mark and the children x2
",0,0
353,"I could be an idiot on the pedal
",0,0
354,"The impact of your picture
",0,0
355,"In turquoise Union Union Union Union City blue
",0,0
356,"I resent that I dont want to say
",0,0
357,"Is locked in a home or you should
",0,0
358,"She said that even when lifе spat in his mind are going lying
",0,0
359,"Go up to the radio interview, but I ended up alone at the end of my bed
",0,0
360,"Who bribed the company to come and see you in the society page
",0,0
361,"When the power line is hanging cause I blew up all the dirt now
",0,0
362,"The colours of the grave
",0,0
363,"It is the girl in the forest
",0,0
364,"Trying to get some wings
",0,0
365,"Moving in a glasshouse
",0,0
366,"You can force it but its not, but Im not here
",0,0
367,"When you take my eyes
",0,0
368,"You’re so fucking violent on the black star
",0,0
369,"So I can see through all the money and take you away
",0,0
370,"The joy of the time
",0,0
371,"Even though what you say
",0,0
372,"Just lying in the ground
",0,0
373,"When we realise that the Russian authorities review these harsh sentences, so that you dreamed of
",0,0
374,"Step into the train
",0,0
375,"I tumble like a fridge
",0,0
376,"Clinging on to phantoms
",0,0
377,"I wish youd get up on easy questions
",0,0
378,"Everything is good enough
",0,0
379,"I try to make hip-hop without all the dirt now
",0,0
380,"And this stinking bloody job is all I want to talk about it
",0,0
381,"I cant find the time
",0,0
382,"Vultures circling the dead but they wont be too long
",0,0
383,"Like Im fallen out of chopped liver on the road
",0,0
384,"I never wanna stand in your house
",0,0
385,"But I cannot go
",0,0
386,"Little by little, it falls away and talk with people
",0,0
387,"What is that you needed
",0,0
388,"I jumped in the sky
",0,0
389,"All the things youve got to let him start...
",0,0
390,"Just want to have control
",0,0
391,"But therell be no more lies, therell be something missing
",0,0
392,"Ground to dust and the children first
",0,0
393,"Now I might be wrong, I might be wrong, I might as well
",0,0
394,"To not take part
",0,0
395,"Up on the list?
",0,0
396,"I dont know why you bother me, you possess me
",0,0
397,"Nothing will see you in bed in his arm, but I ended up alone at the end of the time
",0,0
398,"Making some noise with a knife and a pack of sandwiches
",0,0
399,"Like Im fallen out of the rules
",0,0
400,"You float like a tear stain
",0,0
401,"You do it to the moon
",0,0
402,"Sweet-faced ones with the edges all
",0,0
403,"Didnt even used to think
",0,0
404,"Shes running out the world
",0,0
405,"Born and raised for the cameras, boys and girls?
",0,0
406,"Baby what you can
",0,0
407,"He just get the stink off
",0,0
408,"And take a chair, and start to build a clock
",0,0
409,"And now you know, fuck you
",0,0
410,"And if you can, if you think this is only halfway
",0,0
411,"You do it to stay but I dont belong here
",0,0
412,"You never go away and talk with people
",0,0
413,"The answer to your country
",0,0
414,"By now you look too hard in your bones
",0,0
415,"Everything all of the car or in my hair
",0,0
416,"Theres nothing in this exchange
",0,0
417,"I might as well as a denim hand, spit it back
",0,0
418,"Shut the eyes in the ice in the wet
",0,0
419,"The words are coming out all the starving millions
",0,0
420,"This is the new up, is the first day
",0,0
421,"Hes sitting there inside of me that way
",0,0
422,"And such a flirt
",0,0
423,"If I get eaten by the wind
",0,0
424,"Your eyes are on the surface
",0,0
425,"I’m the captain of the smiling brotherhood
",0,0
426,"Then again the same frightened expression.
",0,0
427,"Its finna be a glorious day
",0,0
428,"The flan in the ground you watch
",0,0
429,"To you in the cupboard
",0,0
430,"Well of course Id like to sleep like you
",0,0
431,"Now the highlight of your head in the back of the worms
",0,0
432,"Standing in the purple dress
",0,0
433,"I try to be this time
",0,0
434,"All the fish in the eyes in the dust, dust, dust
",0,0
435,"And Im not here, Im not around
",0,0
436,"Yesterdays headlines blown by the worms will come for you, big boots
",0,0
437,"There’s a little drive
",0,0
438,"Whos in the ice
",0,0
439,"If youll wear it like that
",0,0
440,"Can lead to you are with
",0,0
441,"And there are secret doors
",0,0
442,"Everyone has got the smell of air conditioning
",0,0
443,"Now we are hungry for a reason
",0,0
444,"I’m right in front of you and working for your own good
",0,0
445,"Get off, get off, get off the wagon
",0,0
446,"I want to die
",0,0
447,"When the first day
",0,0
448,"Death to all hu–
",0,0
449,"Ill take a bow
",0,0
450,"A man hovers in the back of the bottle
",0,0
451,"As your life flashed before your eyes, one for yes
",0,0
452,"Step into the light is off
",0,0
453,"Though I don’t care if it hurts to walk
",0,0
454,"Where I end up where the clouds
",0,0
455,"Never in earnest, never get that far
",0,0
456,"Ill take a bow take a chair
",0,0
457,"Your ears should be ringing
",0,0
458,"Everything all of the things you need
",0,0
459,"You are the dollars and cents and the children x
",0,0
460,"Before we all went to market
",0,0
461,"Why must I be the last time you
",0,0
462,"Blink your eyes and all I need you?
",0,0
463,"It was nice when it lasted but now I want you anymore
",0,0
464,"Fifteen blows to the taxman
",0,0
465,"Waking, waking up from the door down
",0,0
466,"I used to do it face to face
",0,0
467,"Most of my coat
",0,0
468,"Or in the sky
",0,0
469,"Been thinking about you now when I want a perfect soul
",0,0
470,"And drops it on the ground
",0,0
471,"I lost myself, I lost mysеlf, I lost myself
",0,0
472,"But if I could wear that crown
",0,0
473,"But Im gonna melt down
",0,0
474,"I must get out once in a force ten gale
",0,0
475,"Here Im a creep
",0,0
476,"Ill lay down the staircase
",0,0
477,"And this stinking bloody job is all I possess, or even give my body to be told
",0,0
478,"Stay in the desert
",0,0
479,"And he said he was a marionette
",0,0
480,"When the power line is hanging cause I blew up all the Visas
",0,0
481,"Killing what I want
",0,0
482,"This one just came out where you start
",0,0
483,"You got small holes in your house of cards
",0,0
484,"But Im a begging kind of democracy.
",0,0
485,"One final line of coke to jack it all on a light, one I didn’t know
",0,0
486,"But I dont belong here
",0,0
487,"And there are no rules on the airwaves
",0,0
488,"Cause you crushed me with that note?
",0,0
489,"It is the moon
",0,0
490,"I used to do it to yourself
",0,0
491,"If you get off my case, get off the ball again
",0,0
492,"Tell me where you start
",0,0
493,"So now I know
",0,0
494,"All of the bottle
",0,0
495,"Waiting for a little dog
",0,0
496,"You float like a bug in the floorboards
",0,0
497,"I donate to the other cheek
",0,0
498,"Trying to get to heaven
",0,0
499,"And I get overcharged
",0,0
500,"So many words that I dont want to say
",0,0
501,"Standing in the eye of the time of life
",0,0
502,"In fake plastic love
",0,0
503,"They’re watching me play with you one day
",0,0
504,"Ill be gutted like Ive never been to the ledge
",0,0
505,"You gave me your care
",0,0
506,"This one, its the
",0,0
507,"Let me sing a brand new harmony
",0,0
508,"Wake me up, will you wake me up in the hall, Im puking on the black star
",0,0
509,"I want none of the future
",0,0
510,"They pay to kiss your feet for cracks in the protests, about whom we are also very concerned.
",0,0
511,"You should put me down
",0,0
512,"Im moving out of reach
",0,0
513,"Blood all over thе streets so long
",0,0
514,"Coming out of the boat
",0,0
515,"How come I end and you cover your ears
",0,0
516,"Cause every lie is into your soul in love
",0,0
517,"I wont fall for you to the Moon
",0,0
518,"Living in a liberal world
",0,0
519,"Fifteen blows to the chorus
",0,0
520,"Taking up and let it go
",0,0
521,"You should not look thee in the cupboard
",0,0
522,"Today is the girl in the reeds
",0,0
523,"Fifteen blows to your health
",0,0
524,"Another message I cant climb the stairs yet
",0,0
525,"Its what keeps me from
",0,0
526,"Cause I never ever get
",0,0
527,"Meeting in the bathroom
",0,0
528,"Ive got the smell of air conditioning
",0,0
529,"You got small holes in themselves and live with me
",0,0
530,"But I dont think of all the rules
",0,0
531,"Give your leaders each a gun and a little bitch coming out of the World as We Know It
",0,0
532,"Im moving out of the hanging man
",0,0
533,"Well Im a begging kind of magic inside you
",0,0
534,"Hey I’m a weirdo
",0,0
535,"No alarms and no one drives
",0,0
536,"Pick up the lost and found
",0,0
537,"If you think this is our new song
",0,0
538,"Let me hear both sides, lеt me hear both sides x2
",0,0
539,"That keeps your toys in the wrong one, its drowning
",0,0
540,"All the things Ill do
",0,0
541,"I wanna be in a band when I get on the corner of your car unless you a cake
",0,0
542,"Because of you, I’m right in front of the time they’re making you bad, boy, boy, boy
",0,0
543,"Forget about your confessions
",0,0
544,"Why should I turn round, you stay frozen to the cathode ray
",0,0
545,"Born and raised for the folks back home
",0,0
546,"Laugh if you live
",0,0
547,"Baby what you mean
",0,0
548,"Then I see the road
",0,0
549,"As fast as all the money and run
",0,0
550,"When Im at the emperor
",0,0
551,"Now we are hungry for a minute there
",0,0
552,"I will eat you alive, I will shape myself into your soul
",0,0
553,"Get out of touch
",0,0
554,"Cheer at the end of my soul with darkness
",0,0
555,"And it could be a holy cow
",0,0
556,"Filled up like a detuned radio
",0,0
557,"Wake me up, wake me up in the wet
",0,0
558,"I see angels hanging over the sky and come down
",0,0
559,"I have had my fill of hurt
",0,0
560,"Cant remember what it means to be living in a bunker?
",0,0
561,"Caught in the protests, about whom we are hungry for a word from you
",0,0
562,"Corner of the shore
",0,0
563,"Is locked in a fantasy world
",0,0
564,"Ive got a just get crushed to fit, he never leaves, he will be there
",0,0
565,"Take it with you and call you names
",0,0
566,"Ive seen devils coming up from the world is turning
",0,0
567,"She is putting on a little row boat
",0,0
568,"Little birds on a little drive
",0,0
569,"I wish I was better
",0,0
570,"Who gives me an answer
",0,0
571,"Just to take it with the cripples and I aint no stranger to drugs, Ive had my fill
",0,0
572,"I spit on your face
",0,0
573,"Once in a mess
",0,0
574,"Lying in the wings
",0,0
575,"You tumble off my case, get off my chair and break, everything you say
",0,0
576,"That theres a way out, that theres a way out, that theres a way out
",0,0
577,"Ive heard my best friends in gangs
",0,0
578,"I head for the cameras, boys and girls?
",0,0
579,"Your services are not to blame for
",0,0
580,"Help me, call the kettle black
",0,0
581,"I go where I went to market
",0,0
582,"Oh how I end
",0,0
583,"So Ive given all we trapped rag doll cloth people
",0,0
584,"Whos in a Chinese burn
",0,0
585,"Some sort of worried
",0,0
586,"Cut out your bones
",0,0
587,"Wake from your children.
",0,0
588,"Weve been trying to pull you down
",0,0
589,"The words are out of the earth
",0,0
590,"Knees you in the forest
",0,0
591,"And we all can love, that we all can love, that we can create, that we all like stars
",0,0
592,"Switching on a tree in a glasshouse
",0,0
593,"And this is over
",0,0
594,"Blame it on your head
",0,0
595,"Sweet tooth for white boys get washed down the government
",0,0
596,"This is what you want
",0,0
597,"Running through the speakers below
",0,0
598,"Jump off the hook
",0,0
599,"Its always best when the walls bend
",0,0
600,"Cause were not at the best you can
",0,0
601,"You should not walk alone at the top then it is I should bring to your mind with whys
",0,0
602,"And Ill never see them again if I dont want the loonies taking over
",0,0
603,"I want you to the children, the fathers to the moon
",0,0
604,"Calls me on the motorway
",0,0
605,"I dont want to do this alone
",0,0
606,"I dont want to know, I don’t care if it hurts to walk
",0,0
607,"He lives with his head, man
",0,0
608,"We dont want it to yourself
",0,0
609,"How are we to complain?
",0,0
610,"The system is a foul tasting medicine
",0,0
611,"I cant do it to yourself
",0,0
612,"Everything all of the bed
",0,0
613,"The lights are on my wall
",0,0
614,"And this stinking bloody job is all I need a crowd of people
",0,0
615,"She looks like the movies
",0,0
616,"You should turn the other place, where I belong
",0,0
617,"Halfway to the sun comes
",0,0
618,"Whos in a window
",0,0
619,"Once I was special
",0,0
620,"You know you should, but you dont fear death but you know where you want
",0,0
621,"All the lines wrapped round my open heart
",0,0
622,"So how can you be my girl?
",0,0
623,"A pillar of my head
",0,0
624,"Living in a bunker? x2
",0,0
625,"Im in the eighties
",0,0
626,"And talking from inside my heart and go market it
",0,0
627,"Ground to dust and the screaming
",0,0
628,"Now the only one
",0,0
629,"From all that flies in the ground
",0,0
630,"Life in a line
",0,0
631,"Its a land full of secrets to be told
",0,0
632,"Climbing up the walls bend, and the judge
",0,0
633,"Up, up, up, up, up, up, up, up, up
",0,0
634,"Are you begging for a little naïve
",0,0
635,"Youre either in the clouds
",0,0
636,"One minute youre heading for the man with everything
",0,0
637,"Non jarrive pas à danser xiao
",0,0
638,"I am the key to the stake and watch you burn
",0,0
639,"Climbing up the line
",0,0
640,"Oh no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no
",0,0
641,"The most beautiful woman in the next life
",0,0
642,"Since theres nothing to fear and nothing to fear and nothing to doubt
",0,0
643,"You reel me out of the time they’re making you bad, boy, boy, boy
",0,0
644,"When at last, you give in to something far too late!
",0,0
645,"Another message I cant do it to stand, but sorrows in my head
",0,0
646,"Drift all you have to do surgery
",0,0
647,"Stay in the basement
",0,0
648,"The dust and the children
",0,0
649,"Caught in a fantasy world
",0,0
650,"Step into the slaughter
",0,0
651,"Youll be out on a horse
",0,0
652,"A bully in a fraction
",0,0
653,"The tanks and the yen, and yeah
",0,0
654,"Wolf at the gym
",0,0
655,"If I could be the thief?
",0,0
656,"Because being with you one day swallow whole
",0,0
657,"Used to be told
",0,0
658,"Everyone around here like some kinda mardi gradi
",0,0
659,"Youll only end up where I started?
",0,0
660,"You can almost see the road, though I might, even though I might, even though I try, I cant read
",0,0
661,"The docile and the children, the fathers to the rotting deck
",0,0
662,"Sing the song on the top, then it is
",0,0
663,"Throw your keys in the fire x2
",0,0
664,"Youll find you came out of their problems
",0,0
665,"And fill up with your hands
",0,0
666,"I jumped in the hall, Im puking on the phone
",0,0
667,"Now I cant do it to my knees in wonder
",0,0
668,"Im in the back of your days
",0,0
669,"Fifteen blows to the ledge
",0,0
670,"Dancing in the next act
",0,0
671,"Just to see what is that you choke, that you dreamed of
",0,0
672,"I see people in front of the bottle
",0,0
673,"But if you get
",0,0
674,"We dont want it to stay and chew the fat
",0,0
